query_key,query,case_id,group_id,gold_chunk,gold_standard,gold_locator,evidence_type,rewrite_status,source_ranks,fusion_rank,rerank_rank,outcome
dd17a5b6fa89d1cb6d20aab3e9f121b6ff10e005df505b034c22fcbd40cfddaa,外施耐压试验（AV）（重复例行试验） 低压对高压及地试验电压（kV）：5,transformer-02-6ea76155782d:03642a7f473c802cc288e8ea,required_1,e05945ebd9f4e0ea171b6b0d9f0c992228bfe2aba0bb1c264db1dd4372fcabe8,GB/T 1094.3-2017,2,table,fallback,"{""dense:production:table"": 8, ""lexical:production:table"": 7}",12,1,top8
dd17a5b6fa89d1cb6d20aab3e9f121b6ff10e005df505b034c22fcbd40cfddaa,外施耐压试验（AV）（重复例行试验） 低压对高压及地试验电压（kV）：5,transformer-02-6ea76155782d:03642a7f473c802cc288e8ea,required_1,76c4e8530c5f6ad181e3256760859a44b10f566e2e8975e6c515fa5dcd048d0f,JB/T 501-2021,11,table,fallback,"{""dense:production:table"": 4, ""lexical:production:table"": 14}",14,2,top8
5d1a6c350b710a494857fb95e4320f6986973317a990a28c767f077331ea0f0e,外施耐压试验（AV）（重复例行试验） 低压对高压及地持续时间（s）：60,transformer-02-6ea76155782d:9148bcf2783987d69bef77e6,required_1,948260756186d5b8e2eea4cfba0210fcc1f8e1f4b5895de8ecc31aa07132cbb8,GB/T 1094.3-2017,10,section,fallback,"{""dense:production:section"": 1, ""lexical:production:section"": 1}",1,1,top8
a64bd68da5c436f453575b8e6eae2ef09344e649d977e25b91fd7f25a3ab7f4d,外施耐压试验（AV）（重复例行试验） 试验电压应不出现突然下降：试验电压不出现突然下降,transformer-02-6ea76155782d:2f7c7b5db07dcb624b5faef8,required_1,948260756186d5b8e2eea4cfba0210fcc1f8e1f4b5895de8ecc31aa07132cbb8,GB/T 1094.3-2017,10,section,fallback,"{""dense:production:section"": 1, ""lexical:production:section"": 1}",1,1,top8
8e6756e958247285b947c663246abdb43b6e7dfeaba7580eacfa0633f3873621,感应耐压试验（IVW）（重复例行试验） 持续时间（s）：15≤t≤60,transformer-02-6ea76155782d:f257503befabacf2f2cfbdb4,required_1,29262350048235c71caa429a2970919a18a62070c0a41a48b4c4daea66068019,GB/T 1094.3-2017,11.2,section,rewritten,"{""dense:production:section"": 1, ""dense:semantic:section"": 1, ""lexical:production:section"": 1}",1,1,top8
c8b8f531ed368a71ea8cb8656093bcbdbe68f645a0a3e410d3cd6044f3ef5b4f,感应耐压试验（IVW）（重复例行试验） 试验电压应不出现突然下降：试验电压不出现突然下降,transformer-02-6ea76155782d:6e0ea00f2d52ee31696349c0,required_1,29262350048235c71caa429a2970919a18a62070c0a41a48b4c4daea66068019,GB/T 1094.3-2017,11.2,section,fallback,"{""dense:production:section"": 1, ""lexical:production:section"": 1}",1,1,top8
d36f5993c666c917b7d60a3b16d1723fac5a36a590e1c2c69e106b3013530d8d,绝缘液试验（重复例行试验） 击穿电压（kV）：≥40,transformer-02-6ea76155782d:063f0fe9cabcf83f30459e3b,required_1,4eaf821782754592b95083429e1781d50229c43cda04c3d255e0820827dae534,JB/T 501-2021,2,table,rewritten,"{""dense:keyword:table"": 1, ""dense:production:table"": 1, ""dense:semantic:table"": 1, ""lexical:keyword:table"": 2, ""lexical:production:table"": 2}",1,5,top8
f95d5dd19f401303f2a2454755561443b04e5b141a319a2d1c5a8241af84310e,绝缘液试验（重复例行试验） 介质损耗因数tanδ(90℃)(%)：≤1.0,transformer-02-6ea76155782d:c3656eb515b8b8bdd486df19,required_1,32a0ee2a4724791d41445675b3fa64cad344e66d0c10a91a540d1c124348ba0c,GB/T 5654-2007,11,section,rewritten,"{""dense:keyword:section"": 5, ""dense:production:section"": 8, ""dense:semantic:section"": 3}",25,1,top8
f95d5dd19f401303f2a2454755561443b04e5b141a319a2d1c5a8241af84310e,绝缘液试验（重复例行试验） 介质损耗因数tanδ(90℃)(%)：≤1.0,transformer-02-6ea76155782d:c3656eb515b8b8bdd486df19,required_1,d07a1549225acaaea60adca68b51ee97dd819c423b7fa70fba0f3df7454fa381,JB/T 501-2021,1,table,rewritten,"{""lexical:keyword:table"": 3, ""lexical:production:table"": 3}",55,14,reranked_9_30
a6ca260fd4fcc9d9382cad6c77e2d3d36ff6d903bd02f60c1cbe694b911d9b34,绕组电阻测量（例行试验） 高压（线）电阻三相不平衡率最大值(%)：≤2,transformer-03-85336b7ef54a:f4a182656396425f538b67d2,required_1,fae6b0813b2faa2aa03140ef6f8aeb0f8a68fcd824a7288ac4ec7d4a911642b8,JB/T 501-2021,6,table,fallback,"{""dense:production:table"": 1, ""lexical:production:table"": 2}",2,12,reranked_9_30
91a2c83e430c7f4412f2e5c324689ef46ad44679b988891c4377d75fba6b48f2,绕组电阻测量（例行试验） 低压（线）电阻三相不平衡率(%)：≤2,transformer-03-85336b7ef54a:ef2f6a1cc901b29232ab579e,required_1,fae6b0813b2faa2aa03140ef6f8aeb0f8a68fcd824a7288ac4ec7d4a911642b8,JB/T 501-2021,6,table,fallback,"{""dense:production:table"": 1, ""lexical:production:table"": 1}",2,15,reranked_9_30
0de830beca2feed4e16db3a1721cbfdd88f3ec5a434d1cff481305770086df98,绕组电阻测量（例行试验） 低压（相）电阻三相不平衡率(%)：≤4,transformer-03-85336b7ef54a:e222b8838d95d8f9b0495a7c,required_1,fae6b0813b2faa2aa03140ef6f8aeb0f8a68fcd824a7288ac4ec7d4a911642b8,JB/T 501-2021,6,table,fallback,"{""dense:production:table"": 1, ""lexical:production:table"": 1}",2,5,top8
113dac1b515e513e4c756257853afd5076a35e51508b7b06caa0cd756f93bfdb,电压比测量和联结组标号检定（例行试验） 其他分接电压比偏差：变压器阻抗电压值(%)的1/10以内，且允许偏差应为±1%,transformer-03-85336b7ef54a:c5756dfed3afb14d5e82355e,required_1,28f49aba4bc35168aab2c7a1b63358abca7988665ad3c0bb27ec2505e8aa4743,Q/GDW 12126.4-2024,30,table,fallback,"{""dense:production:table"": 7, ""lexical:production:table"": 2}",5,1,top8
e2543bf24aea239c3c9fbf7ce640b889b9446784c2e1b07e7e575fd678171bf2,电压比测量和联结组标号检定（例行试验） 联结组标号：Dyn11,transformer-03-85336b7ef54a:6ffc9ccc887c74e66b52e8a9,required_1,776d0150889481571d25b53705d91ac9a414e6c63fe3f1cbc944d17710a2eaa1,Q/GDW 12126.4-2024,8,table,fallback,"{""lexical:production:table"": 10}",39,13,reranked_9_30
e2543bf24aea239c3c9fbf7ce640b889b9446784c2e1b07e7e575fd678171bf2,电压比测量和联结组标号检定（例行试验） 联结组标号：Dyn11,transformer-03-85336b7ef54a:6ffc9ccc887c74e66b52e8a9,required_1,6cd77b4018196ddfd04a7452a2f86aabef9972c65d57ab7937db0e1456cf54a2,Q/GDW 12126.4-2024,9,table,fallback,"{""lexical:production:table"": 26}",83,23,reranked_9_30
e2543bf24aea239c3c9fbf7ce640b889b9446784c2e1b07e7e575fd678171bf2,电压比测量和联结组标号检定（例行试验） 联结组标号：Dyn11,transformer-03-85336b7ef54a:6ffc9ccc887c74e66b52e8a9,required_1,2e78c1734e20190b0b4791ae4dcaa88a599007295cbfe9580892c69e84ea4ddd,Q/GDW 12126.4-2024,6,table,fallback,"{""lexical:production:table"": 27}",86,18,reranked_9_30
e2543bf24aea239c3c9fbf7ce640b889b9446784c2e1b07e7e575fd678171bf2,电压比测量和联结组标号检定（例行试验） 联结组标号：Dyn11,transformer-03-85336b7ef54a:6ffc9ccc887c74e66b52e8a9,required_1,5d6e3c8c19000fde8565b992bd71c3123dec62cef2edc6d7c14020d0cc895058,Q/GDW 12126.4-2024,10,table,fallback,"{""lexical:production:table"": 20}",65,35,reranked_below_30
e2543bf24aea239c3c9fbf7ce640b889b9446784c2e1b07e7e575fd678171bf2,电压比测量和联结组标号检定（例行试验） 联结组标号：Dyn11,transformer-03-85336b7ef54a:6ffc9ccc887c74e66b52e8a9,required_1,28020b0e673cf8756fc59e73d8d5c3c628e6d3dfef18bf6695295a2ae211a765,Q/GDW 12126.4-2024,7,table,fallback,"{""lexical:production:table"": 21}",68,30,reranked_9_30
e2543bf24aea239c3c9fbf7ce640b889b9446784c2e1b07e7e575fd678171bf2,电压比测量和联结组标号检定（例行试验） 联结组标号：Dyn11,transformer-03-85336b7ef54a:6ffc9ccc887c74e66b52e8a9,required_1,050fc507ee0909fa3c7b4c3deb8f5a9541de8dd1db19959351c19f12d1ba2b68,Q/GDW 12126.4-2024,5,table,fallback,"{""lexical:production:table"": 18}",59,29,reranked_9_30
f435e003b6f896581f2b575be93cacc8967cdbd854cb337b41a8e59b3494a14c,空载损耗和空载电流测量（例行试验） 空载损耗P₀（kW）：≤0.215,transformer-03-85336b7ef54a:f1dbde22959baa09279a1de1,required_1,7e5ae919e9327fd3bbbcce9b199107bc357cf9c9a16681b2692748c47b428587,GB/T 6451-2023,7,table,fallback,"{""lexical:production:table"": 1}",19,3,top8
f435e003b6f896581f2b575be93cacc8967cdbd854cb337b41a8e59b3494a14c,空载损耗和空载电流测量（例行试验） 空载损耗P₀（kW）：≤0.215,transformer-03-85336b7ef54a:f1dbde22959baa09279a1de1,required_1,e3deef2dc2419f9d368b0ae5076c2d105a070a626006c0d71b76ca33ea90c5f1,GB/T 6451-2023,3,table,fallback,{},,,not_recalled
f435e003b6f896581f2b575be93cacc8967cdbd854cb337b41a8e59b3494a14c,空载损耗和空载电流测量（例行试验） 空载损耗P₀（kW）：≤0.215,transformer-03-85336b7ef54a:f1dbde22959baa09279a1de1,required_1,776d0150889481571d25b53705d91ac9a414e6c63fe3f1cbc944d17710a2eaa1,Q/GDW 12126.4-2024,8,table,fallback,{},,,not_recalled
f435e003b6f896581f2b575be93cacc8967cdbd854cb337b41a8e59b3494a14c,空载损耗和空载电流测量（例行试验） 空载损耗P₀（kW）：≤0.215,transformer-03-85336b7ef54a:f1dbde22959baa09279a1de1,required_1,050fc507ee0909fa3c7b4c3deb8f5a9541de8dd1db19959351c19f12d1ba2b68,Q/GDW 12126.4-2024,5,table,fallback,{},,,not_recalled
439e5fa1c6c9babe3e25a4eef05315eef746f60ac306c80933add33a3bf9d92a,空载损耗和空载电流测量（例行试验） 空载电流I₀（%）：≤0.18（1+30%）,transformer-03-85336b7ef54a:b05ca3510596869133e2fb51,required_1,6cd77b4018196ddfd04a7452a2f86aabef9972c65d57ab7937db0e1456cf54a2,Q/GDW 12126.4-2024,9,table,fallback,"{""lexical:production:table"": 8}",34,36,reranked_below_30
439e5fa1c6c9babe3e25a4eef05315eef746f60ac306c80933add33a3bf9d92a,空载损耗和空载电流测量（例行试验） 空载电流I₀（%）：≤0.18（1+30%）,transformer-03-85336b7ef54a:b05ca3510596869133e2fb51,required_1,6017f91d07380fef32e26d5c571727651c38a9a73919659fd3a1c119c24268cc,GB/T 1094.1-2013,1,table,fallback,"{""dense:production:table"": 3}",23,26,reranked_9_30
ab98fbce4d48d77e50786cdcb34ee63d355119aef52f2479e3d3ddacd08716da,短路阻抗和负载损耗测量（例行试验） 参考温度（ₖ）：75,transformer-03-85336b7ef54a:d8c3944e979b6b3b427893b4,required_1,62692493c7025e06289a2768ca1b0f2aa0bb0ce0d9508f9c1a8a9cee6fb1c841,GB/T 1094.1-2013,G,section,fallback,"{""dense:production:section"": 5, ""lexical:production:section"": 8}",7,4,top8
7fcd4dd1e34327cd8004da9a3600fd8b7b68ba7aba12388f05faf22a00ae3e6b,短路阻抗和负载损耗测量（例行试验） 负载损耗Pₖ（kW）：≤2.185,transformer-03-85336b7ef54a:bf618110c432c6d41191840f,required_1,e3deef2dc2419f9d368b0ae5076c2d105a070a626006c0d71b76ca33ea90c5f1,GB/T 6451-2023,3,table,fallback,{},,,not_recalled
59b1fcbc0f44e710d6d33af1193b0e8c828ae7e0fca618c6f6fceb6e94ec8bdf,短路阻抗和负载损耗测量（例行试验） 短路阻抗Zₖ（%）：4.0（1±10%）,transformer-03-85336b7ef54a:8de411d2cee98dad0394f73c,required_1,2e78c1734e20190b0b4791ae4dcaa88a599007295cbfe9580892c69e84ea4ddd,Q/GDW 12126.4-2024,6,table,fallback,{},,,not_recalled
59b1fcbc0f44e710d6d33af1193b0e8c828ae7e0fca618c6f6fceb6e94ec8bdf,短路阻抗和负载损耗测量（例行试验） 短路阻抗Zₖ（%）：4.0（1±10%）,transformer-03-85336b7ef54a:8de411d2cee98dad0394f73c,required_1,85a1e9104354128aa8b1686e1da0b5e70a21b5992a01099f7931e805c4487112,GB/T 1094.1-2013,11.4,section,fallback,"{""dense:production:section"": 1, ""lexical:production:section"": 3}",1,1,top8
4e873730dc1eb1f2c65fe538c67fc25c9964e56e10cb2df67fd4c7264d492be8,外施耐压试验（AV）（例行试验） 高压对低压及地试验电压（kV）：35,transformer-03-85336b7ef54a:97055476f839f0e44f36de96,required_1,e05945ebd9f4e0ea171b6b0d9f0c992228bfe2aba0bb1c264db1dd4372fcabe8,GB/T 1094.3-2017,2,table,fallback,"{""dense:production:table"": 9, ""lexical:production:table"": 4}",9,5,top8
4e873730dc1eb1f2c65fe538c67fc25c9964e56e10cb2df67fd4c7264d492be8,外施耐压试验（AV）（例行试验） 高压对低压及地试验电压（kV）：35,transformer-03-85336b7ef54a:97055476f839f0e44f36de96,required_1,76c4e8530c5f6ad181e3256760859a44b10f566e2e8975e6c515fa5dcd048d0f,JB/T 501-2021,11,table,fallback,"{""dense:production:table"": 4, ""lexical:production:table"": 14}",14,8,top8
e01b851878d5db20cc3cc48185f1b3928c488d305fd53364867cb36145831201,外施耐压试验（AV）（例行试验） 高压对低压及地持续时间（s）：60,transformer-03-85336b7ef54a:94b43bb901ea0f7e491353f0,required_1,948260756186d5b8e2eea4cfba0210fcc1f8e1f4b5895de8ecc31aa07132cbb8,GB/T 1094.3-2017,10,section,fallback,"{""dense:production:section"": 1, ""lexical:production:section"": 1}",1,1,top8
7b4cabd24f7f575c5dfee60bd2a3a93eda2e690c46daae9dae17c06349a7270b,外施耐压试验（AV）（例行试验） 低压对高压及地试验电压（kV）：5,transformer-03-85336b7ef54a:08046753e189647f484a0ea7,required_1,e05945ebd9f4e0ea171b6b0d9f0c992228bfe2aba0bb1c264db1dd4372fcabe8,GB/T 1094.3-2017,2,table,fallback,"{""dense:production:table"": 8, ""lexical:production:table"": 7}",12,1,top8
20dab1436e0e543fdf14b7bff87b4b36d722ede526c3b5212e524a704b65e7dc,外施耐压试验（AV）（例行试验） 低压对高压及地持续时间（s）：60,transformer-03-85336b7ef54a:0a40cf957434fbcebbc28b0b,required_1,948260756186d5b8e2eea4cfba0210fcc1f8e1f4b5895de8ecc31aa07132cbb8,GB/T 1094.3-2017,10,section,fallback,"{""dense:production:section"": 1, ""lexical:production:section"": 1}",1,1,top8
f257df9c82f07b8ce82765793958d329169414a29d06c667cdf8570f5292af89,外施耐压试验（AV）（例行试验） 试验电压应不出现突然下降,transformer-03-85336b7ef54a:168e6dc1161763fefa3e4119,required_1,948260756186d5b8e2eea4cfba0210fcc1f8e1f4b5895de8ecc31aa07132cbb8,GB/T 1094.3-2017,10,section,fallback,"{""dense:production:section"": 1, ""lexical:production:section"": 1}",1,1,top8
0eba9b8365c8f3de718af65906cfe2f8d4b8829aee1e3535639ec00f18f23ea8,感应耐压试验（IVW）（例行试验） 试验频率（Hz）：＞50,transformer-03-85336b7ef54a:c2f182b68ec6d5ff48250ef6,required_1,29262350048235c71caa429a2970919a18a62070c0a41a48b4c4daea66068019,GB/T 1094.3-2017,11.2,section,rewritten,"{""dense:production:section"": 1, ""dense:semantic:section"": 1, ""lexical:production:section"": 1}",1,1,top8
74b1d0099009c266dbe49f3f222244b21a7e33e140ad0a5331988027dac9119c,感应耐压试验（IVW）（例行试验） 持续时间（s）：15≤t≤60,transformer-03-85336b7ef54a:0a3b5a8287cd325dd4fd38e1,required_1,29262350048235c71caa429a2970919a18a62070c0a41a48b4c4daea66068019,GB/T 1094.3-2017,11.2,section,rewritten,"{""dense:keyword:section"": 1, ""dense:production:section"": 1, ""dense:semantic:section"": 1, ""lexical:keyword:section"": 1, ""lexical:production:section"": 1}",1,1,top8
c7ce3ce6cfcee9b9f2b13cc73e02b5390dedd45d71547ae1b34300da1a1fd697,感应耐压试验（IVW）（例行试验） 试验电压应不出现突然下降,transformer-03-85336b7ef54a:47f7cc7d2a2ca4315a189637,required_1,29262350048235c71caa429a2970919a18a62070c0a41a48b4c4daea66068019,GB/T 1094.3-2017,11.2,section,fallback,"{""dense:production:section"": 1, ""lexical:production:section"": 1}",1,1,top8
aece8f4608af7087819c0da70125fd353da858fb6eede9b9fb73bf171e36934c,绝缘液试验（例行试验） 击穿电压（kV）：≥40,transformer-03-85336b7ef54a:9e69af0efba73bcf84380e4f,required_1,a96b20459bd83473eaf4e5b220f89651c0a25a9c3fb2de423bff308b5afbc719,Q/GDW 12126.4-2024,33,table,rewritten,"{""dense:keyword:table"": 24, ""dense:production:table"": 26, ""dense:semantic:table"": 25, ""lexical:keyword:table"": 3, ""lexical:production:table"": 3}",17,2,top8
d4f43f26cec4fa38f43d2161f10929f9b51b67f484229dd2a069632d8f269396,压力密封试验（例行试验） 应无泄漏,transformer-03-85336b7ef54a:30508929b4e388f56fb37a03,required_1,bd2b9dba96e23fd4662a66251dd78ad91a18867b552ded696801c1578682a03a,GB/T 6451-2023,4.3,section,rewritten,"{""dense:production:section"": 18, ""dense:semantic:section"": 11, ""lexical:production:section"": 7}",14,1,top8
1f0bf31d6d804de8393560813daa35bcbdaf1930c4b8f91cebc0f88abc46257b,线端雷电全波冲击试验（LI）（型式试验） 高压线端全波电压(kV)：-75(1±3%) 波前时间：T1：1.2μs±30% 半峰值时间：T2：50μs±20%,transformer-03-85336b7ef54a:6de0a6504c4c6b6b315e0257,required_1,c383f3f76a093d1fa601d48c3979faa59ce0733868316988ea9b04df46f4e43e,GB/T 1094.3-2017,13.2,section,rewritten,"{""dense:keyword:section"": 2, ""dense:production:section"": 3, ""dense:semantic:section"": 2, ""lexical:keyword:section"": 1, ""lexical:production:section"": 1}",2,1,top8
1f0bf31d6d804de8393560813daa35bcbdaf1930c4b8f91cebc0f88abc46257b,线端雷电全波冲击试验（LI）（型式试验） 高压线端全波电压(kV)：-75(1±3%) 波前时间：T1：1.2μs±30% 半峰值时间：T2：50μs±20%,transformer-03-85336b7ef54a:6de0a6504c4c6b6b315e0257,required_1,e05945ebd9f4e0ea171b6b0d9f0c992228bfe2aba0bb1c264db1dd4372fcabe8,GB/T 1094.3-2017,2,table,rewritten,"{""dense:keyword:table"": 13, ""dense:production:table"": 13, ""dense:semantic:table"": 14, ""lexical:keyword:table"": 2, ""lexical:production:table"": 2}",14,10,reranked_9_30
0bc072acf8d6a6a9b0f9bb21656f01c555f96eaea1ffb2b3197db35d54fc94c6,线端雷电全波冲击试验（LI）（型式试验） 在降低电压和全电压下的波形图比较应无明显差异,transformer-03-85336b7ef54a:b950c3cfc7b7ca6467dfa220,required_1,c383f3f76a093d1fa601d48c3979faa59ce0733868316988ea9b04df46f4e43e,GB/T 1094.3-2017,13.2,section,fallback,"{""dense:production:section"": 3, ""lexical:production:section"": 1}",1,1,top8
941b9bb9e6d3c56e7cdf9d22f14e72d24a84f018e1672d9ae7800a04b8f22b07,温升试验（型式试验） 顶层油温升（K）：≤55,transformer-03-85336b7ef54a:97735312c1e266bb5c2ad17d,required_1,b31cb73b97281c2b850cbabcdba8b5ed311c6141039e5ad82cccdf4ccae92d50,GB/T 6451-2023,12.1,section,rewritten,"{""dense:keyword:section"": 21, ""dense:production:section"": 15, ""dense:semantic:section"": 19, ""lexical:keyword:section"": 5, ""lexical:production:section"": 5}",14,1,top8
25a8bdcdd1cf78bc30b486cda325b722d3e67756b747244f4fc89d631f91b75f,温升试验（型式试验） 高压绕组平均温升（K）：≤60,transformer-03-85336b7ef54a:99032b322d7c2a0cbe984a17,required_1,4d3796fe82b2586a30093dd6fa8a391644256a9b3adc5c9a8e6c12374e3e29e1,JB/T 501-2021,23,table,rewritten,"{""dense:production:table"": 3, ""dense:semantic:table"": 3, ""lexical:production:table"": 15}",9,4,top8
0d0ea525a660b3bdca4ebdcfef644aa2766bb34bc7e07a74454f601f9a281c39,温升试验（型式试验） 低压绕组平均温升（K）：≤60,transformer-03-85336b7ef54a:3bde86fd0737e887113e02d6,required_1,4d3796fe82b2586a30093dd6fa8a391644256a9b3adc5c9a8e6c12374e3e29e1,JB/T 501-2021,23,table,rewritten,"{""dense:keyword:table"": 3, ""dense:production:table"": 3, ""dense:semantic:table"": 3, ""lexical:keyword:table"": 15, ""lexical:production:table"": 15}",9,7,top8
9a57bfe3221220bc77318a2da7581a58f986ba03f279cabf259415cf83491e9f,温升试验（型式试验） 油箱波纹散热器变形应在规定范围内,transformer-03-85336b7ef54a:2432a5d43a194b40d336b994,required_1,bd2b9dba96e23fd4662a66251dd78ad91a18867b552ded696801c1578682a03a,GB/T 6451-2023,4.3,section,fallback,"{""dense:production:section"": 18, ""lexical:production:section"": 4}",15,5,top8
d7a469ee930d000c19d2298758a973cdd9b1eb7349e13d9767f2f22a97f97c45,温升试验（型式试验） 压力保护装置应不动作,transformer-03-85336b7ef54a:93a620f79e3476d0292ee876,required_1,bd2b9dba96e23fd4662a66251dd78ad91a18867b552ded696801c1578682a03a,GB/T 6451-2023,4.3,section,fallback,"{""lexical:production:section"": 4}",27,2,top8
d7a469ee930d000c19d2298758a973cdd9b1eb7349e13d9767f2f22a97f97c45,温升试验（型式试验） 压力保护装置应不动作,transformer-03-85336b7ef54a:93a620f79e3476d0292ee876,required_1,de621387ffa7f763a2cc2a64681233108d5d39a0eb4e56b80676aaeaa37b5424,Q/GDW 12126.4-2024,29,table,fallback,"{""dense:production:table"": 30, ""lexical:production:table"": 1}",15,5,top8
6e07b8248dd9a6187db9abbc48ff3f312a8ea8d98102c9e072e336f7f39d1f70,短时过负载能力试验（型式试验） 油箱密封应无渗漏,transformer-03-85336b7ef54a:8902c9bcfbf042bc6227120b,required_1,bd2b9dba96e23fd4662a66251dd78ad91a18867b552ded696801c1578682a03a,GB/T 6451-2023,4.3,section,fallback,"{""dense:production:section"": 9, ""lexical:production:section"": 2}",4,1,top8
4f43a90ec7ce7103c862e9b5c26e1efe490f86ec87364789ebec7c15126cb0aa,短时过负载能力试验（型式试验） 油箱波纹散热器变形应在规定范围内,transformer-03-85336b7ef54a:43179094adb12d644cede37f,required_1,bd2b9dba96e23fd4662a66251dd78ad91a18867b552ded696801c1578682a03a,GB/T 6451-2023,4.3,section,fallback,"{""dense:production:section"": 7, ""lexical:production:section"": 2}",4,5,top8
5a0dd865c3173af89c74f66fe0236f9eef09007862cc6114f91edd746a09cd9f,短时过负载能力试验（型式试验） 油箱外壳最高温升(K)：≤85,transformer-03-85336b7ef54a:2a78e51a7ff5acd370b0e57e,required_1,bcf7c1fd960818c0b32afb79e7c75ff83a17c016599fea79c3eb73748ad73af2,GB/T 6451-2023,5.3,section,rewritten,"{""dense:keyword:section"": 15, ""dense:production:section"": 16, ""dense:semantic:section"": 29, ""lexical:keyword:section"": 1, ""lexical:production:section"": 1}",7,2,top8
5a0dd865c3173af89c74f66fe0236f9eef09007862cc6114f91edd746a09cd9f,短时过负载能力试验（型式试验） 油箱外壳最高温升(K)：≤85,transformer-03-85336b7ef54a:2a78e51a7ff5acd370b0e57e,required_1,bd2b9dba96e23fd4662a66251dd78ad91a18867b552ded696801c1578682a03a,GB/T 6451-2023,4.3,section,rewritten,"{""dense:keyword:section"": 16, ""dense:production:section"": 20, ""dense:semantic:section"": 30, ""lexical:keyword:section"": 2, ""lexical:production:section"": 2}",10,5,top8
485db455e199dade0097051b8e1e32d4b7ebd1db89b7203ceee1a351ccee7205,短时过负载能力试验（型式试验） 套管最高温升(K)：≤85,transformer-03-85336b7ef54a:7ecfbd7a0d5c6b10bb3f9b29,required_1,bd2b9dba96e23fd4662a66251dd78ad91a18867b552ded696801c1578682a03a,GB/T 6451-2023,4.3,section,rewritten,"{""lexical:keyword:section"": 4, ""lexical:production:section"": 4}",53,5,top8
4891b4a4792da3fa664a4538ac8a1d4dc06bfe7c3cbadd46eb0e361e1583c70a,声级测定（特殊试验） 测量距离X(m)：0.3,transformer-03-85336b7ef54a:0b7124d878959e26874d82fe,required_1,5360869688371958149ae0e56334d1838fbf05f7b425ef53e63e1155ca2556d1,GB/T 1094.101-2023,6.6,section,rewritten,"{""dense:keyword:section"": 3, ""dense:production:section"": 3, ""dense:semantic:section"": 4, ""lexical:keyword:section"": 2, ""lexical:production:section"": 2}",1,3,top8
9ff793bd4cbc463cacef3748ea3d6598132273142e88cbacda1c0d6836b55615,声级测定（特殊试验） 声压级Lₖₐ [dB(A)]：≤38,transformer-03-85336b7ef54a:573dc8f5fa730f1a07601b70,required_1,9aae65bceb8715b6692d3458d9bfcd0e37b95ac27cec01e2b7df2455f31cfc0f,Q/GDW 12126.4-2024,20,table,rewritten,"{""dense:keyword:table"": 26, ""dense:production:table"": 25, ""dense:semantic:table"": 27, ""lexical:keyword:table"": 1, ""lexical:production:table"": 1}",18,18,reranked_9_30
1a5580b27abcd2dfe6173a7364b171dc5d4d8ee498c008ec9af5496b96b2e515,声级测定（特殊试验） 声功率级Lwₐ[dB(A)]：≤44,transformer-03-85336b7ef54a:f15af54a923d9f30b46ee95d,required_1,9842d46d9e5c22e6ca85f15edc41c0d77b60f05d8ddd75b7eac7f770da538f52,Q/GDW 12126.4-2024,19,table,rewritten,"{""dense:keyword:table"": 16, ""dense:production:table"": 14, ""dense:semantic:table"": 9, ""lexical:keyword:table"": 9, ""lexical:production:table"": 9}",14,4,top8
94516999adb9744e6dcf412015e3d29304d3a79f81fb303a4446cd45a81bbcf3,短路承受能力试验（特殊试验） 应符合短路承受能力试验的各项要求,transformer-03-85336b7ef54a:05ca30835e3995e1d6149de9,required_1,b90ad456555b9c30229f032c422bf9c36a4af96627ad701e7f94dce1fb623451,GB/T 1094.5-2008,4.2,section,fallback,"{""dense:production:section"": 4, ""lexical:production:section"": 11}",9,2,top8
94516999adb9744e6dcf412015e3d29304d3a79f81fb303a4446cd45a81bbcf3,短路承受能力试验（特殊试验） 应符合短路承受能力试验的各项要求,transformer-03-85336b7ef54a:05ca30835e3995e1d6149de9,required_1,aaf3e5f102943dae2b456b6d13dffbad09fffff98d63b2bc393146455dba7a9c,Q/GDW 12126.4-2024,32,table,fallback,"{""dense:production:table"": 3, ""lexical:production:table"": 5}",5,5,top8
94516999adb9744e6dcf412015e3d29304d3a79f81fb303a4446cd45a81bbcf3,短路承受能力试验（特殊试验） 应符合短路承受能力试验的各项要求,transformer-03-85336b7ef54a:05ca30835e3995e1d6149de9,required_1,de621387ffa7f763a2cc2a64681233108d5d39a0eb4e56b80676aaeaa37b5424,Q/GDW 12126.4-2024,29,table,fallback,"{""dense:production:table"": 4, ""lexical:production:table"": 4}",6,9,reranked_9_30
94516999adb9744e6dcf412015e3d29304d3a79f81fb303a4446cd45a81bbcf3,短路承受能力试验（特殊试验） 应符合短路承受能力试验的各项要求,transformer-03-85336b7ef54a:05ca30835e3995e1d6149de9,required_1,588c10293d8e8806408d347b9dcf5e589e81274c68d8038fac587627c3cb9f43,Q/GDW 12126.4-2024,35,table,fallback,"{""dense:production:table"": 6, ""lexical:production:table"": 2}",4,11,reranked_9_30
a40ccd292d1d8e58922be36fdb626e8122342f4d51fdf793010f1b8fc65370a6,短路承受能力试验施加电流及相电抗测量 试验次数：9次,transformer-03-85336b7ef54a:7f70b2505701df2ba68388b2,required_1,b90ad456555b9c30229f032c422bf9c36a4af96627ad701e7f94dce1fb623451,GB/T 1094.5-2008,4.2,section,fallback,"{""dense:production:section"": 1, ""lexical:production:section"": 10}",5,2,top8
